,critical_temp,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Ho,-0.008595641397836359,-0.008022386734688252,-0.007531687129286857,-0.005177465985634755,0.13023376695121677,0.04042078341965146,-0.009281896385879196,-0.028797820023284043,-0.010223161227473259,-0.007068287313025341,-0.012724670305980602,-0.011058147968610103,-0.0072110085782209005,-0.008546173458054347,-0.010426843397213894,-0.007018889032718233,-0.011907533653744298,-0.027117911303366757,-0.005160269123097627,-0.01196690101355776,-0.014848477646552793,-0.004908225640590656,-0.00408224381857856,-0.01990228843235631,-0.010563872496341161,0.1823874846627257,-0.006525309807575281,-0.004547745828930136,-0.009934391411046049,-0.010968822346377343,-0.01664221570336277,-0.014699283426669808,-0.004178435941740107,-0.00620861515300491,-0.015577288573452338,-0.02820633973649753,-0.01341905262736305,-0.020240539438718962,-0.01117472337185913,-0.003991808367941338,-0.006000518873331082,0.04675579483825161,-0.008703097180720733,-0.00517461452562077,-0.004198184790724468,-0.011150647944886188,-0.0037294779545089685,-0.009113248305506078,0.00420271974387453,-0.003937868542560728,-0.0034976775474478317,-0.0015023400141290551,-0.02537925392964971,-0.009838278711108369,-0.010077801014972432,-0.014838822638614768,-0.011228398040151482,-0.009511021920937472,-0.01297442554671678,-0.004009571914506341,0.033614962768081236,1.0,-0.003928056944129346,-0.007010437635510177,-0.00704190966736404,0.0015904276764764054,-0.00706001464009966,-0.009859679080111827,-0.0064367775571347865,-0.008722952027033522,0.0050041584589672105,0.005323352094214307,-0.00991663855462981,-0.007530458698455946,-0.007084334534246843,-0.010978821924590078,-0.009472765711530263,-0.024305612592344435
Er,0.018855618477152787,-0.010060112636459359,-0.009444772904745626,-0.0064925679488472806,0.10217423667051746,0.01896798513368549,-0.011639543967394982,-0.013108456962784723,-0.014817100759519902,-0.008863667243617496,-0.015956799487926374,-0.014178625047117,-0.007631852510268133,-0.011167169840599749,-0.014860528099059111,-0.008801721555830847,-0.014932106085225461,-0.02927501087671245,-0.006471002998188737,-0.015006553048019684,-0.017308042632307237,-0.006154939224757037,-0.005119153935424309,-0.029013721661179097,-0.009818244106183437,0.10973824535204531,0.03195966178199895,-0.002980912145880294,-0.012060233613770965,-0.013754957463810613,-0.028921367229860346,-0.018432974105837503,-0.005239779333544892,-0.007785634103822383,-0.017912186753049595,-0.030404695541685223,-0.016827558352690432,-0.026804664361108857,-0.01583726572881638,-0.005005747433118885,-0.009108459811572905,0.07085218765485614,0.03591595350222334,-0.006488992203890694,-0.0052645444878305645,-0.013982967663478762,0.027374738810738538,-0.011428058440636463,-0.016746533154530074,-0.004938106625356349,-0.004386104940712852,0.0415388074033496,-0.028994573012905873,-0.01531122985762176,-0.010692649735541248,-0.018607956967655725,-0.01408046666741761,-0.01164298544433997,-0.013978451203090284,0.02257960498108247,-0.010260776419029607,-0.003928056944129346,1.0,-0.006970396667397309,-0.00712080086247398,-0.0013369604358837834,-0.008219687537570413,-0.012364086323129887,-0.008565353098271134,-0.010771084713011428,0.00046911085660806645,-0.001786389783803535,-0.012481517849191165,-0.00944323244640775,-0.010934656573098151,-0.013828563566934233,0.0014020939238909345,-0.02601376442929364
Tm,-0.005460561528900092,-0.007060265359781272,-0.006628415146042729,-0.004556534726974568,0.0625586342506532,0.014257203269321466,-0.00816872256269314,-0.01814485891775534,-0.010398756654642865,-0.006220590669526771,-0.011198606094058839,-0.010077691069915377,0.029227496205631934,-0.007837206723375631,-0.010677945764892812,-0.006177116703634057,-0.010479468287468333,-0.02103976848332122,-0.004541400276731161,-0.010531715745473768,-0.013067706137896169,-0.004319584260183627,-0.0035926620812060735,-0.008553054172561279,0.0038454541838952453,0.08527781925655972,-0.0009306319550714201,-0.0040023366365836855,-0.005940122507671866,-0.009653336221608225,-0.020217159091813753,-0.01293640471633916,-0.0036773179245962943,-0.0054640186202232835,-0.013603033484889232,-0.021903648644291254,-0.011809711443647928,-0.018811722105710145,-0.011143561446896905,-0.003513072515089219,-0.003312910184012711,0.037819849723947446,0.034102793505003746,-0.004554025241327685,-0.003694698302657225,-0.009813355554650018,0.06105026544206305,-0.008020300373731736,-0.011752847328849528,-0.003465601669662536,-0.003078202590402796,0.0012389146281468338,-0.02375213289779098,-0.012766903160058522,-0.009249196408213036,-0.01305920905089637,-0.009881781114580927,-0.008370369171330326,-0.011418408296672858,-0.0035287056871910077,0.004742072632493096,-0.007010437635510177,-0.006970396667397309,1.0,-0.0061973764835076646,0.0029709194436090018,-0.006213310134689857,-0.00867721202804524,-0.006738683057282138,-0.0076768121593087145,0.00074467127826759,0.004672938683075547,-0.00873363502532204,-0.006627334040387415,-0.010184589765483563,-0.009552880887007665,-0.005447956595949126,-0.021150115158163223
Yb,0.03383913689324842,-0.007091961083760242,-0.006658172160290628,-0.004576990426535848,-0.01396492461308586,0.0014177512561276244,-0.00820539449532526,0.009372213558591955,-0.0063449650809966115,-0.00624851683303718,-0.010976643260251214,0.004928222029615108,-0.00467090658836351,-0.007872390378442406,0.003273813543542756,-0.006204847699010464,-0.010526513875334298,-0.01740644270129001,-0.004561788033045939,-0.010578995888404212,-0.013126371129323373,-0.004338976215505749,-0.0036087906570981404,-0.019269662380300603,0.0012794911457565308,-0.013563360728798244,0.032011913253311444,-0.0038315497748666522,0.009714415820925281,0.0020274282733430977,-0.019942282030492198,-6.400029204174903e-05,-0.0036938265468658108,-0.005488548296828909,-0.011693148033434629,-0.025884154452859277,-0.011860660664218863,-0.01889617376880055,-0.003610176778707551,-0.0035288437887008774,-0.010537543612808337,-0.0037325556089464877,0.03976843217947672,-0.004574469675026551,-0.003579847583480175,-0.0030896403838709128,0.029417717458155947,0.005379093366366049,-0.009089321774998023,-0.0034811598319045437,-0.0030920215978608285,0.024921068010243602,-0.021522904890658938,-0.009409005320852504,-0.007021543382705442,-0.012936326669025389,-0.009926143499101283,-0.008407946358220866,-0.011469669077845966,-0.003544547142966953,-0.0072334207063748995,-0.00704190966736404,-0.00712080086247398,-0.0061973764835076646,1.0,-0.007481582004424445,-0.006241203613617182,-0.00871616672781394,-0.005132714926673762,-0.007711275753360848,-0.006930259491175933,-0.010461929657438378,-0.008756115876875966,0.019366647409990858,-0.010208635861713887,-0.004854536546377345,0.013367687340803763,-0.018794508343764914
Lu,-0.06910791094515004,-0.009383827596745173,-0.008809853709525339,-0.00605610896157844,0.0864750367018432,0.024156907262259067,-0.010857082603526648,-0.0843700901922367,-0.013821030045628754,-0.008267812528020937,-0.014884113210407711,-0.013394300462425006,0.1956925294348725,-0.010416463544154972,-0.010426006126691593,-0.008210031101953133,-0.013928304207277864,-0.03500032458878204,0.004900898136255682,-0.013997746517626428,-0.016994681418889473,-0.005741177126014689,-0.004775021881675796,-0.012530229505045455,0.0036955909875709494,0.0775727697478086,-0.07035936094695505,-0.005319522010572816,0.00048364661509185165,0.020947089814147637,-0.02702852399929623,-0.011920411785671733,-0.004887538309737342,-0.007262249519636171,-0.04328419880573135,-0.032482379156355774,-0.015679054319174192,-0.02500273687210329,-0.01639897663112834,0.006162557327236223,0.031591541358963665,0.027405821690262965,0.005502327207633858,-0.006052773593931165,-0.0049106386413754165,-0.009076147649843191,0.0023744913271825387,-0.010659814064487697,-0.015620757504814686,-0.004606145368467118,-0.00409125166608176,-0.04456768183430245,-0.021600641110607086,-0.016678171474924786,-0.01266034310269543,-0.017357048218262915,-0.013133915738672274,-0.01112509193667134,-0.012232113102273998,-0.0032323815526591826,0.004038542984170973,0.0015904276764764054,-0.0013369604358837834,0.0029709194436090018,-0.007481582004424445,1.0,-0.008258135939363013,-0.011532918033846104,-0.008956411241833419,-0.0028825798917742453,0.013058718799424612,0.09276981957594571,-0.0044112255309126285,-0.0003693966029738944,-0.013536379956375667,-0.013184743336800475,-0.011823079864363397,-0.02757664300351909
Hf,-0.06423875626013227,0.0018027983660228494,0.01414651838324421,-0.004588758013850813,-0.014116111052683794,0.007317860420869461,0.07113359011491632,-0.07700200088247436,-0.010472295459662212,0.004439214627149914,-0.010516617316391351,-0.0017642085604002635,-0.009736641734003258,0.02575668402090485,-0.009820208213587355,0.06956068168471963,0.0007988528309397503,-0.027959423217675323,-0.004573516534528244,-0.007864682488162609,0.06378764218393894,-0.0043501318607508084,-0.0036180689721520575,-0.02263665455775625,-0.00041124821440849933,-0.004109321621181197,-0.06857681923076321,-0.004030640698628685,-0.00174606804737237,-0.0051906331941036195,-0.01423125036152782,-0.013027889475114815,0.009865739159997708,-0.005502659528294074,-0.03403381936562564,-0.026338164895427698,-0.0013095279865006151,0.0031206520017051714,0.025679105742679956,0.004330984937979536,0.0012018406895262011,0.01829886785639384,0.008136018197435221,-0.004586230781413077,-0.003720826781966359,-0.007961586984719562,-0.012626472064394692,-0.008077019010870802,-0.011835962106592598,0.0018033727180514897,-0.003099971283298334,-0.04683402075403221,-0.02534055911571823,-0.01285718922342383,-0.011499756756873477,-0.013151562267730682,-0.009951663928346054,-0.008429563454540498,-0.010984534798248841,-0.0035536602859099127,-0.007252018060051128,-0.00706001464009966,-0.008219687537570413,-0.006213310134689857,-0.006241203613617182,-0.008258135939363013,1.0,0.030738987290326952,0.011834514166514884,0.016669781217418942,0.017682443203247855,-0.008588459535624102,-0.008847029524179215,-0.006674201780638399,-0.010256614007022116,-0.01021569876331788,-0.010506133971899824,-0.022464184435342576
Ta,-0.09584605498614629,-0.0011032389348735337,-0.009322391774611916,-0.0007990176512927383,-0.015865935504000468,0.027676007538876394,0.014224743661135162,-0.107928479772637,-0.014625107415204367,-0.004819865204998313,-0.01575003843878788,-0.010407704023838008,-0.009802740430438262,-0.006968311657942578,0.08495462426394244,-0.008687672796590504,-0.01345805071899847,-0.03912997535646058,-0.006387154644395469,0.006192566603047654,0.002333922393591222,-0.006075186283546009,-0.0050528222353109,-0.03247872826622508,0.005030871545683131,-0.014613185088094246,-0.09607638177625225,-0.005629000193568561,-0.011783789897586461,-0.007544229240335936,-0.028656151917586848,0.029959621909011573,-0.005171884623639455,-0.005193144124093237,-0.0468639894496341,-0.03808142268122348,-0.002152505493890538,0.01770574829165798,-0.012139635160915752,-0.004940885203586657,-0.013498850074044843,0.011750679243443802,-0.014115563750987523,-0.006404910754038692,-0.005196328882166919,-0.013801782641605292,0.004096652280562099,-0.007822474715015073,-0.00779407234476625,-0.004874120855062531,-0.0021305545875121173,-0.06624345826500894,-0.03577724142145504,-0.017911729506820337,-0.016060010765144968,-0.015486085360366119,-0.01361582880243806,-0.011337330308612045,-0.016010901105976815,-0.004962872141907492,-0.010127821881437758,-0.009859679080111827,-0.012364086323129887,-0.00867721202804524,-0.00871616672781394,-0.011532918033846104,0.030738987290326952,1.0,0.017834803885123835,0.01824322500129289,-0.004901955354815832,0.0009546360201646228,0.0028266207121550877,-0.007044243916275725,-0.014323897004882841,-0.01426675673069127,-0.009432310509630507,-0.030452248718975717
W,-0.0722839833462838,-0.003706627956734839,-0.005854197577214529,0.0036165527361585762,-0.005920048922629023,0.047027917708350714,-0.008643965018656805,-0.03320472385533499,-0.00034793887306152564,-0.0032712540868197405,-0.012231407603730652,-0.010592046991126616,0.0008106212392750097,0.0019345754732121813,-0.011345842857646027,-0.0067468068421502984,-0.0020650703447036797,-0.03004314157657034,-0.004960234997985784,-0.010490274706525254,-0.014059119254250105,-0.004717961799994906,-0.003923998569877848,-0.02525574351987482,-0.010842880662636178,-0.01474804530370979,-0.07222201450830504,-0.004371455729244276,-0.00938998468865579,-0.010543623828776253,-0.019333181319095002,-0.008568058664491984,-0.004016461874494248,0.03085946761682986,-0.03353935154388391,-0.027241578544816028,-0.007621023477592774,-0.013487155365669442,-0.010609245125816678,0.04616983679299387,0.015325675712792676,-0.0020172779087712736,0.0022554629774936435,-0.0049740243112845655,-0.004035445173537706,-0.010532426321777562,-0.013681204693776589,-0.008759979782446064,-0.012836764234426376,-0.0037852198977066107,0.007335871859217435,-0.050129280915416005,-0.027709946757849168,-0.012703418905812565,-0.01247213069049921,-0.014263606340134216,-0.010267456637754555,-0.008116505897047412,-0.011197518413372054,-0.0038541437399549723,-0.00662976125823558,-0.0064367775571347865,-0.008565353098271134,-0.006738683057282138,-0.005132714926673762,-0.008956411241833419,0.011834514166514884,0.017834803885123835,1.0,0.05838705119878168,0.02910533906095166,0.006045234584358452,0.025303232267935318,-0.007238545877339616,-0.009357439863051613,-0.010583055798024958,-0.011368190105742226,-0.024894739773057808
Re,-0.08228305819300008,-0.008784951701100715,-0.008247608828488164,0.003048937282231413,-0.008590773390418544,-0.013977520202028419,-0.0038374700672040548,-0.09058792158687097,-0.012938971880986807,-0.007740160716254376,-0.013853165352268498,-0.009391637888846166,-0.01089423017179112,-0.009474988841519028,-0.01625057182860049,-0.007686066900913082,-0.012377591231151213,-0.03378816087607416,0.012115874493909997,-0.006592081295586572,-0.007813253302702116,0.03047982703112584,-0.004470279975814406,-0.02683145106748582,-0.012343238470012332,-0.01680120174091201,-0.08360847252967221,-0.004980030105416473,-0.010818041409996154,-0.009406683627585812,-0.025352370642660476,-0.016096518307413165,-0.0045756156052147445,-0.006798772741037759,-0.04089862680208374,-0.023789109579062717,-0.001146136650467317,-0.00288778046413579,0.08450032571047746,-0.004371248217289137,-0.011395052795637767,-0.010926823547656351,-0.012989096387692682,-0.0056664855712857285,0.0014737330892679553,-0.012210568608991997,-0.015600549815138936,-0.009979504709964402,-0.013888899260596377,-0.0043121811620097355,-0.0038301479767210845,-0.058295912637758,-0.03165246637778964,-0.015666159533313836,-0.014076043263620493,-0.016249321366893405,-0.012295709210448133,-0.010415088547437544,-0.01053432092264698,0.0015198564267164905,-0.00896018051828957,-0.008722952027033522,-0.010771084713011428,-0.0076768121593087145,-0.007711275753360848,-0.0028825798917742453,0.016669781217418942,0.01824322500129289,0.05838705119878168,1.0,0.0348808910693943,8.646224182416676e-05,-0.007350606698271029,-0.008246263629626702,-0.010903317511953422,-0.012621935615955074,-0.012980780819634578,-0.02643781335230913
Os,-0.08111185744855273,-0.007895190997360546,-0.007412271482869877,0.009200706197491316,0.0017197882769210686,-0.015923107753699005,-0.009134730998115067,-0.07440721149374253,-0.011628482180167016,-0.006956218916654227,-0.012522919396265465,0.007677848859910843,0.0007654236802428611,0.02091616090618751,-0.01460467544597616,-0.006907603850977331,0.0019414298112647832,-0.031112401996450264,0.010992720087458389,-0.0074949823072383865,-0.009321083963462751,0.027776027375633592,-0.004017519437963,-0.02585766500788091,-0.011101299618210873,-0.015099536257341003,-0.07677135085148763,-0.004475640867774022,-0.009776880649945998,0.011987632055854087,-0.01743003920706914,-0.01446622483008055,-0.00411218642547145,0.012603839017666945,-0.03838609000669482,0.0001317776367352519,0.0035295737301332623,-0.003839529154963689,0.0030032911813052013,-0.003928517850366634,0.002545968630398804,0.031121165342205492,-0.011673529958179428,-0.00509257049910353,-0.004131622154497483,-0.010973853315815718,0.0052942483495200116,0.14179909113592068,-0.013142703523957956,-0.003875433246264639,0.007208388192061459,-0.053123689872111045,-0.016948091230302036,-0.010870191173537823,0.007181031519498458,-0.013325445557295396,-0.011050370675609789,-0.009360223725090473,-0.012768714742878771,0.015442971321308431,0.00834823054532825,0.0050041584589672105,0.00046911085660806645,0.00074467127826759,-0.006930259491175933,0.013058718799424612,0.017682443203247855,-0.004901955354815832,0.02910533906095166,0.0348808910693943,1.0,0.05126539260078005,-0.009823779854720367,-0.007411062528930632,-0.011388988562146547,-0.011343556098541404,-0.011666056610544108,-0.025576863470206865
Ir,-0.12510513179984203,-0.0119901198675415,-0.008812493504377083,-0.005793997446600998,0.015986867621637136,-0.02307606183903166,-0.013890774675946094,-0.13027300468621028,-0.0176829099643204,-0.010570350641145424,-0.005661824873791286,-0.017136943363133608,0.0889496725553373,-0.007029943862500683,-0.0011334487717220769,-0.010504082568439665,-0.017820158732011676,-0.0371113622383968,0.043966032001204414,-0.006494511360667815,-0.015998059174020047,0.03962110581707324,-0.006109261157277256,-0.037312999755237615,-0.015977086544002553,-0.0227879229277338,-0.11407870021971057,0.015356574758253418,-0.01104652396223229,0.005693478515424622,-0.029728226255044975,-0.003783896162824608,-0.006253216988379864,-0.009291471328128128,-0.05431892272173628,-0.005971513224618338,-0.007276496861042023,-0.006227934215403672,0.005482424198087556,-0.005973920445068947,0.003529516755615341,0.05301642614511786,-0.013029398483282521,-0.007744042965146352,-0.006226857592660895,0.006512851811390368,-0.0028727837919599337,-0.013638385251784107,0.04057816222787985,-0.0058931970746228125,-0.0052344314869341504,-0.07947580346740152,-0.029022900236997315,0.0034846618071832773,-0.019045788313089326,-0.022206964305600565,-0.01580394724692574,-0.0125054040185177,-0.018044713916719392,-0.006000504390044192,0.006112464322007713,0.005323352094214307,-0.001786389783803535,0.004672938683075547,-0.010461929657438378,0.09276981957594571,-0.008588459535624102,0.0009546360201646228,0.006045234584358452,8.646224182416676e-05,0.05126539260078005,1.0,-0.003859957329800197,-0.011269669541440635,-0.01726981631634288,-0.017249635684001452,-0.01774004771102038,-0.031190415221748282
Pt,-0.099739173585422,-0.010052995059392993,0.06189131140679456,-0.0034621209332561017,0.012686831545267415,-0.008203668667563117,-0.0042855614437732285,-0.10996460542279045,-0.014806617590955758,-0.008857396157302426,-0.012040524923841613,-0.006478737353624182,0.07534669195662574,0.010267531088854445,-0.01859622270715341,-0.00879549429638384,-0.014921541549856344,-0.01221524692686562,-0.00646642473309609,-0.012058382823326741,0.0003508610802630031,-0.006150584576270888,-0.0051155321099084685,-0.018303851485842383,-0.014135352805532929,-0.015546398699245088,-0.09752315173464185,-0.005698860932737144,0.005291178805467112,0.1363847954307233,0.015414750728666509,-0.015703290950962127,-0.005236072164990217,-0.007780125731032225,-0.023566867136182324,0.010260946322348275,-0.014118651703998652,-0.0005732211169871509,0.0033228596840029576,-0.0050022058432357954,-0.011311487542520541,-0.01393790847007207,-0.0016838587888169587,-0.006484401211350007,-0.00526081979781279,-0.011406311555200839,-0.012602405237573512,0.006974035490485138,-0.006834027793105795,-0.0049346128916644885,-0.00438300175081368,-0.05849856092505485,0.009613025754994132,0.07669539871767914,0.003673084684990135,-0.008790008756467918,-0.013905378001240677,-0.009394026221747854,-0.01614751919047585,-0.0048153549059831375,-0.010141900364827318,-0.00991663855462981,-0.012481517849191165,-0.00873363502532204,-0.008756115876875966,-0.0044112255309126285,-0.008847029524179215,0.0028266207121550877,0.025303232267935318,-0.007350606698271029,-0.009823779854720367,-0.003859957329800197,1.0,-0.0031913316860159636,-0.014501668900095714,-0.009389122176013665,-0.005565348951123916,-0.015459696518073567
Au,-0.0775171841356622,-0.0063273331830071755,-0.007120098500076341,0.00480109599801701,-0.015865206235470098,-0.014499744291289696,-0.008774663020452692,-0.08248786007551936,-0.01117011684212301,-0.006682022371840154,-0.010164022150100826,0.009882444009769408,-0.005777206319548056,-0.008418555960428599,-0.014028996101576333,-0.006635323589018745,-0.01125681551189088,-0.025302968547162314,0.014985450270017681,-0.009754428950820484,-0.0025846020118314677,-0.004640002886701755,-0.0038591589893018498,-0.02483842129415723,-0.010663714482562054,-0.014504350752159296,-0.07181084509867737,0.0070694356909095386,0.07246883315847025,0.014678202286142762,-0.021886510374091152,-0.013896002858575108,-0.003950094443747085,-0.005869329232565958,-0.03425702186696614,-0.016608466266515864,-0.007925968921518485,0.018226387955102206,-0.014105218106093713,-0.0037736656190420497,-0.01126861046332512,-0.009698528562006682,-0.004806641181296935,-0.004891834258366922,-0.003968764065522156,0.02287932221809044,0.0025024407620827757,0.009056253144431788,0.03281168091883694,-0.003722673475689013,-0.0033065378622133446,-0.0476908822809507,-0.015256611131460327,-0.006116845413048015,-0.011251021001412358,-0.013547483767566261,-0.010614793029982965,-0.008991267394810914,-0.012265404322931188,-0.0037904584304115493,-0.007735256265828021,-0.007530458698455946,-0.00944323244640775,-0.006627334040387415,0.019366647409990858,-0.0003693966029738944,-0.006674201780638399,-0.007044243916275725,-0.007238545877339616,-0.008246263629626702,-0.007411062528930632,-0.011269669541440635,-0.0031913316860159636,1.0,-0.01055499931845909,0.0026544851150865694,0.014709291785343581,-0.017438796181851117
Hg,0.0915647698462836,-0.011654724295526714,-0.0028436233716507033,-0.0075216940553471555,-0.028488383653641557,-0.009164858938261373,-0.013484508649934748,0.012195555379530574,-0.007005622299869467,0.018491061262514357,0.013945434092067553,-0.01663573604816493,-0.021545558802625788,-0.012937259288911733,-0.02080053237677961,-0.009104237295593023,0.04426613845191317,0.059033771370802825,-0.007496710880363388,-0.017161779579338298,-0.020564343404368756,-0.0013536868728075747,-0.0042169710580169,-0.037535898119369485,-0.00853665839139413,-0.022193156704864755,0.017370817473534868,-0.0063771064148813025,-0.013747069100695994,-0.015911806192921638,-0.03363420769191178,-0.021354754058278476,-0.006070328008114894,-0.0004943990202070977,0.012970936842121063,-0.034194748787958626,-0.016945257797609296,-0.031053426959702913,-0.020779649584329762,-0.0057992001018549654,-0.017317095244727226,-0.018074549379312806,-0.017232233300446903,0.0028095848406041214,0.025516344371566125,-0.0010560226841117017,-0.014035103994083562,-0.01319879704706183,-0.019400998167212052,-0.0014878631343244158,-0.004788082421433316,0.11287310955773511,-0.03987334530780531,-0.013634780811136707,-0.017766440778229153,-0.019611189312185254,-0.00742297136096744,-0.010442330535750893,-0.003216323614709994,-0.0058250065413308245,-0.007623410640478184,-0.007084334534246843,-0.010934656573098151,-0.010184589765483563,-0.010208635861713887,-0.013536379956375667,-0.010256614007022116,-0.014323897004882841,-0.009357439863051613,-0.010903317511953422,-0.011388988562146547,-0.01726981631634288,-0.014501668900095714,-0.01055499931845909,1.0,0.017413929843981137,0.014607607116885322,-0.03497498041499397
Tl,0.036983418069516945,-0.01160823177036019,-0.010786927679252923,-0.007148150802083063,-0.028374739018191666,-0.019222024946263565,-0.01319694280025044,-0.012997337319960256,-0.01010102764662308,-0.009992129132031383,-0.011847356943590839,-0.013372445329822041,-0.02142469373157504,-0.012885650530279602,-0.02039397929495502,-0.010156190839054008,-0.009133606518029665,0.05053415763225464,-0.007466805323574283,-0.01731586435962753,-0.020892518836798355,-0.005946366635077183,-0.005906924454821591,-0.030152343258430424,-0.006448967179757455,-0.020355226589544334,-0.009442042498468944,-0.0050980309527935115,-0.014347640732995841,-0.015728550536152196,-0.03348360991019177,-0.006199246132527219,-0.006046112516565379,-0.0006056752932183827,0.00452753328358976,-0.03726360977096668,-0.019417098450693726,-0.02984740416909876,-0.017355910573445942,-0.005776066182093293,-0.01724801463275968,-0.01800244716388153,-0.011500433119030486,0.006864563285812459,0.007609098993044749,0.006677686928678753,-0.012108131752140384,-0.0024295905307410277,-0.010349427273865636,-0.005698016342890418,-0.004305640761865443,0.024358048219182058,-0.00617532699179151,-0.019930521281709822,-0.002475889464395775,-0.005709426454497791,-0.014222041059092316,-0.012342573184830619,-0.01753719746223622,-0.004515979926294754,-0.011285445603297287,-0.010978821924590078,-0.013828563566934233,-0.009552880887007665,-0.004854536546377345,-0.013184743336800475,-0.01021569876331788,-0.01426675673069127,-0.010583055798024958,-0.012621935615955074,-0.011343556098541404,-0.017249635684001452,-0.009389122176013665,0.0026544851150865694,0.017413929843981137,1.0,0.0432013949061188,-0.022042514836974933
Pb,-0.06071201641402264,-0.011436358159187246,-0.005312467525394106,-0.005907929351198315,-0.0288178885424266,-0.0248413797714913,-0.013731910284321852,-0.08464879606379795,-0.014806579057818047,0.010168081114681756,-0.012423996948910058,-0.014030806342093121,-0.022064055714670204,-0.008759763476429368,0.004527498348313138,-0.010444934220511503,-0.014550969791831177,0.004518609606782953,-0.005755243476988637,-0.016212592019592326,-0.021355568660507345,-0.006827803501045094,-0.004217025638978634,-0.039080408193376194,-0.01677146945872483,-0.022824845674207544,-0.06121975949848601,-0.0045165240391289475,-0.013021141118522008,-0.016276639163861132,-0.030959807168061244,-0.003937477635893789,-0.006218005207469231,-0.009239151177816037,0.019129312479281086,-0.02972832142524147,-0.01685163715668225,-0.029807605431896457,-0.007996699221115467,-0.005940281379245729,-0.017719114771376783,-0.007935584248095848,0.002103428068153884,0.00218419484577285,-0.00020564743632573075,0.017374151772288998,0.008497832025512903,-0.002520774093068673,0.055190887099227044,-0.00584079595419183,-0.0018062538511366842,-0.06712207563203264,-0.020556249078297055,-0.019002435473243973,-0.012436253801845255,-0.018692553358241094,-0.0076993177811853775,-0.002584277066666184,-0.015607938788165252,-0.004834902202781749,-0.008852707534103615,-0.009472765711530263,0.0014020939238909345,-0.005447956595949126,0.013367687340803763,-0.011823079864363397,-0.010506133971899824,-0.009432310509630507,-0.011368190105742226,-0.012980780819634578,-0.011666056610544108,-0.01774004771102038,-0.005565348951123916,0.014709291785343581,0.014607607116885322,0.0432013949061188,1.0,0.03643429859158533
Bi,0.04234272342727616,-0.024087203311634456,-0.010385065580760496,-0.01689187243174627,-0.06397789366635406,-0.053408080105157976,-0.0295840659283317,-0.010397544006751105,0.08937052808210402,-0.012550363639275726,-0.03384499208703892,-0.03735966308076346,-0.04836704542447977,-0.028811175347336196,0.07781156345323884,-0.022217659591728712,0.09011661087697029,0.1653827478735253,-0.016754032077638262,-0.03654183927627501,-0.04816456601506163,-0.01541625506987761,-0.004039172098111868,-0.08396242516408697,-0.02375930820388739,-0.014012743586612059,0.004579516749161932,-0.005707704340998944,-0.031495702736356594,-0.035753778094628146,-0.07432825280995935,-0.009027269536651365,-0.013632461727013453,0.0076798676153551695,0.3304131209554919,-0.0817252570274774,-0.04126824290995579,-0.06681863917389687,-0.04738248816886731,-0.013023575221997109,-0.03436360012455851,-0.016654428726778702,-0.00010586103827349815,-0.004769861774403444,-0.0029174426431202443,-0.014245698502941297,-0.020967543324363576,-0.01529157574487018,-0.004507606444841369,0.013106159174063952,0.013810039490980426,-0.13684680629382504,-0.05562090514621483,-0.0037513705302166292,-0.02503376582741172,0.00421457712834109,-0.018884199776708126,-0.013706583348710786,-0.029201805174446885,0.0003417505632527662,-0.01687736220934696,-0.024305612592344435,-0.02601376442929364,-0.021150115158163223,-0.018794508343764914,-0.02757664300351909,-0.022464184435342576,-0.030452248718975717,-0.024894739773057808,-0.02643781335230913,-0.025576863470206865,-0.031190415221748282,-0.015459696518073567,-0.017438796181851117,-0.03497498041499397,-0.022042514836974933,0.03643429859158533,1.0
